# Brazilian Portuguese for Hushfacebook: the English key, a tab, the translation. One row per string.
# After editing, run python scripts/gen-l10n.py from the repository root.
"Pages you may like" cards and the cards Facebook uses to push its own features. In-feed surveys go too.	“Páginas que você talvez curta” e os blocos em que o Facebook divulga os próprios recursos. As pesquisas no feed também somem.
%1$d item in that file isn't a setting this version of Hushfacebook knows, so it'll be left out.	%1$d item desse arquivo não é uma configuração que esta versão do Hushfacebook conhece, então vai ficar de fora.
%1$d items in that file aren't settings this version of Hushfacebook knows, so they'll be left out.	%1$d itens desse arquivo não são configurações que esta versão do Hushfacebook conhece, então vão ficar de fora.
%1$d switch will change.	%1$d opção vai mudar.
%1$d switches will change.	%1$d opções vão mudar.
%1$s of %2$s	%1$s de %2$s
%1$s so far	%1$s até agora
%1$s. It was set when you patched, so Pause can't turn it off. To rule it out, patch again and leave out that patch.	%1$s. Isso foi definido quando você aplicou os patches, então a pausa não consegue desligá-lo. Para descartar isso como causa, aplique os patches de novo sem esse patch.
%1$s. They were set when you patched, so Pause can't turn them off. To rule one out, patch again and leave out the patch in brackets after it.	%1$s. Tudo isso foi definido quando você aplicou os patches, então a pausa não consegue desligar nada disso. Para descartar um desses itens como causa, aplique os patches de novo sem o patch que aparece entre parênteses depois dele.
A diagnostic report is already being saved.	Um relatório de diagnóstico já está sendo salvo.
A Download button in the sidebar of every reel saves it at the quality set under Downloads. Off or paused, reels show only Facebook's own buttons.	Um botão de download na barra lateral de cada reel salva o reel na qualidade definida em Downloads. Com esta opção desligada ou durante a pausa, os reels só mostram os botões do próprio Facebook.
A file named %1$s in %2$s paused Hushfacebook.	Um arquivo chamado %1$s em %2$s pausou o Hushfacebook.
About	Sobre
Ad cards between the stories people posted.	Anúncios entre os stories que as pessoas postaram.
Ad telemetry blocked	Telemetria de anúncios bloqueada
Adds "Download to phone" to feed and Watch video menus. Saves at the quality set below. Off or paused, Facebook's menu returns.	Adiciona “Baixar no celular” aos menus de vídeo do feed e do Watch. Salva na qualidade definida abaixo. Desligado ou em pausa, o menu do Facebook volta.
Adds Save to the menu of anyone's story, and saves at the quality set under Downloads. Off or paused, only your own stories have Save, and it's Facebook's own.	Adiciona o item Salvar ao menu do story de qualquer pessoa e salva na qualidade definida em Downloads. Com esta opção desligada ou durante a pausa, o item Salvar só aparece nos seus próprios stories, e quem salva é o próprio Facebook.
Ads inside Reels. Banners, mid-rolls and app-inserted ads stay blocked even while paused.	Anúncios dentro dos Reels. Banners, anúncios no meio do vídeo e anúncios inseridos pelo app continuam bloqueados mesmo durante a pausa.
AMOLED black theme	Tema preto AMOLED
Audience Network off	Audience Network desativado
Back	Voltar
Background ad prefetch blocked	Pré-carregamento de anúncios em segundo plano bloqueado
Cancel	Cancelar
Changing these	Como mudar esses itens
Choose a settings file. Before anything is imported, you'll see how many switches it changes and any new download settings.	Escolha um arquivo de configurações. Antes de importar, você vê quantas opções ele muda e quais configurações de download são novas.
Clear diagnostic data	Limpar dados de diagnóstico
Copy a quick report or save the full one to Download/Morphe. Names, IDs, links and cookies are omitted.	Copie um relatório rápido ou salve o completo em Download/Morphe. Nomes, IDs, links e cookies são omitidos.
Copy quick report	Copiar relatório rápido
Couldn't import every setting. Check the switches on this screen.	Não foi possível importar todas as configurações. Confira as opções nesta tela.
Couldn't import the settings. Nothing was changed.	Não foi possível importar as configurações. Nada foi alterado.
Couldn't open that file. Nothing was changed.	Não foi possível abrir esse arquivo. Nada foi alterado.
Couldn't open the file picker. Try again.	Não foi possível abrir o seletor de arquivos. Tente de novo.
Couldn't put back the diagnostic data. Try again.	Não foi possível restaurar os dados de diagnóstico. Tente de novo.
Couldn't save the settings file. Try again.	Não foi possível salvar o arquivo de configurações. Tente de novo.
Couldn't save this video. Play it for a moment, then try again.	Não foi possível salvar este vídeo. Reproduza por alguns instantes e tente de novo.
Couldn't start that. Try again in a moment.	Não foi possível iniciar isso. Tente de novo em instantes.
Couldn't start the report export. Try again shortly.	Não foi possível iniciar a exportação do relatório. Tente de novo daqui a pouco.
Dark mode draws black instead of dark grey. Turn on dark mode in Facebook to see it.	O modo escuro fica preto em vez de cinza-escuro. Ative o modo escuro no Facebook para ver.
Debug logging	Registro de depuração
Diagnostic data cleared. Tap again to put it back.	Dados de diagnóstico apagados. Toque de novo para restaurá-los.
Diagnostic data put back.	Dados de diagnóstico restaurados.
Diagnostic report copied to the clipboard.	Relatório de diagnóstico copiado para a área de transferência.
Download	Baixar
Download button on reels	Botão de download nos reels
Download failed	Falha no download
Download feed and Watch videos	Baixar vídeos do feed e do Watch
Download to phone	Baixar no celular
Downloads	Downloads
Empties the log and the filter counts a report would include.	Apaga o registro e as contagens dos filtros que iriam para um relatório.
Every switch but Debug logging acts as if it were off, and what was set when you patched stays in. Your settings stay as they are.	Todas as opções, menos o Registro de depuração, funcionam como se estivessem desligadas, e o que foi definido ao aplicar os patches continua ativo. Suas configurações ficam como estão.
Export diagnostic report	Exportar relatório de diagnóstico
Export settings	Exportar configurações
Facebook crashed or froze within a minute of starting three times in a row, so Hushfacebook paused itself.	O Facebook fechou com erro ou travou no primeiro minuto depois de abrir, três vezes seguidas, então o Hushfacebook entrou em pausa automaticamente.
Facebook doesn't download ads or its ad model in the background.	O Facebook não baixa anúncios nem o modelo de anúncios dele em segundo plano.
Facebook doesn't serve ads to other apps on this phone.	O Facebook não envia anúncios para outros apps deste celular.
Facebook dark mode and this screen use your wallpaper colours. Android 11 uses blue instead. Turn on Facebook dark mode to see it.	O modo escuro do Facebook e esta tela usam as cores do seu papel de parede. O Android 11 usa azul. Ative o modo escuro do Facebook para ver.
From the next start, the switches above stop running and Facebook's own behaviour returns. Debug logging keeps working, and your choices stay.	Na próxima abertura, as opções acima deixam de agir e o comportamento do Facebook volta. O Registro de depuração continua funcionando e suas escolhas ficam salvas.
Full report saved to %1$s	Relatório completo salvo em %1$s
GPL-3.0, with the notices of the projects this is built on	GPL-3.0, com os avisos dos projetos em que o Hushfacebook se baseia
Hide "People you may know"	Ocultar “Pessoas que você talvez conheça”
Hide "Suggested for you" posts	Ocultar publicações “Sugestões para você”
Hide AI-detected posts	Ocultar posts detectados como IA
Hide promoted posts	Ocultar posts promovidos
Hide Reels in the feed	Ocultar reels no feed
Hide sponsored posts	Ocultar posts patrocinados
Hide sponsored reels	Ocultar reels patrocinados
Hide sponsored stories	Ocultar stories patrocinados
Hide page suggestions and Facebook's own promos	Ocultar sugestões de páginas e autopromoções do Facebook
Hide the Stories tray	Ocultar a bandeja de stories
How far a photo or video you're saving has got, with a button to cancel it	O progresso da foto ou do vídeo que você está salvando, com um botão para cancelar
Hushfacebook %1$s on Facebook %2$s	Hushfacebook %1$s no Facebook %2$s
Hushfacebook is on	O Hushfacebook está ativo
Hushfacebook is paused	O Hushfacebook está pausado
Hushfacebook saves	Salvamentos do Hushfacebook
Hushfacebook settings	Configurações do Hushfacebook
Hushfacebook settings couldn't open	Não foi possível abrir as configurações do Hushfacebook
Hushfacebook turns back on when Facebook restarts.	O Hushfacebook será reativado quando o Facebook reiniciar.
Import	Importar
Import settings	Importar configurações
Importing settings	Importando as configurações
Licenses	Licenças
Link expired. Reopen the item and try again	Link expirado. Reabra o item e tente de novo
Links	Links
Material You theme	Tema Material You
News feed	Feed de notícias
There's nothing to report yet. Turn on Debug logging, repeat what went wrong, then export again.	Ainda não há nada para relatar. Ative o Registro de depuração, repita o que deu errado e exporte de novo.
No screenshot watching for ads, and no reports of which apps you install.	Sem monitoramento de capturas de tela de anúncios e sem relatórios sobre quais apps você instala.
